	respondent,date,collectionpoint,form,question,answer
"1226438","2018-04-20 00:05:49","Free Speech","Free Speech","Affirmative action is an unfair practice.","Agree"
"1226438","2018-04-20 00:05:49","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226438","2018-04-20 00:05:49","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Agree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226439","2018-04-20 00:07:12","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","Abortion is a choice.","Neutral"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Neutral"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Disagree"
"1226440","2018-04-20 00:07:52","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","Abortion is a choice.","Neutral"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Disagree"
"1226447","2018-04-20 00:19:55","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","Abortion is a choice.","Neutral"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Disagree"
"1226448","2018-04-20 00:20:18","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226449","2018-04-20 00:20:45","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Agree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226450","2018-04-20 00:22:21","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226452","2018-04-20 00:22:51","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Agree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226453","2018-04-20 00:23:57","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226455","2018-04-20 00:24:32","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","Abortion is a choice.","Neutral"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Disagree"
"1226457","2018-04-20 00:24:56","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226458","2018-04-20 00:25:36","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226460","2018-04-20 00:26:14","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226461","2018-04-20 00:26:47","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226462","2018-04-20 00:27:22","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226464","2018-04-20 00:27:59","Free Speech","Free Speech","Immigration is bad for the US.","Agree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Disagree"
"1226465","2018-04-20 00:28:32","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226466","2018-04-20 00:29:13","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226467","2018-04-20 00:29:56","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226469","2018-04-20 00:30:20","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Agree"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1226470","2018-04-20 00:30:56","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Agree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1226471","2018-04-20 00:31:31","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226472","2018-04-20 00:32:02","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226473","2018-04-20 00:32:43","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1226474","2018-04-20 00:33:37","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","Abortion is a choice.","Neutral"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Agree"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Agree"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Agree"
"1226475","2018-04-20 00:34:03","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
