	respondent,date,collectionpoint,form,question,answer
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1181894","2018-04-12 02:59:27","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.","Free speech is a complicated and nuanced issue but basically the gist is Skidmore as an institution (since it's a private college and not public) has no legal obligation to protect any speech regardless."
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Neutral"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1181920","2018-04-12 03:39:13","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.",""
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1182291","2018-04-12 04:59:13","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.","Hate speech(referring to the previous question) does not include speech that insights violence or defimates someone?s character because those two things aren?t protected"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Agree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1182369","2018-04-12 05:07:34","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.","This survey is better than some of the other surveys circulating. Thank you"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Disagree"
"1182548","2018-04-12 05:34:30","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Agree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","Affirmative action is an unfair practice.","Agree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1182607","2018-04-12 05:42:12","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Agree"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1187733","2018-04-12 14:52:22","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1187776","2018-04-12 14:56:33","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","Immigration is bad for the US.","Neutral"
"1188692","2018-04-12 16:20:41","Free Speech","Free Speech","If you would like take a moment to share your opinion on free speech.","It?s very important but people should use it wisely and not use it as an excuse to be mean"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1189156","2018-04-12 17:02:51","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Agree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1189265","2018-04-12 19:20:20","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Agree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1189355","2018-04-12 20:51:25","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Disagree"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1189468","2018-04-12 22:57:41","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1189479","2018-04-12 23:10:28","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1189617","2018-04-13 02:43:24","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Disagree"
"1196295","2018-04-13 16:16:42","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","Abortion is a choice.","Strongly Disagree"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1207508","2018-04-16 17:26:30","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Agree"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","Free speech includes hate speech.","Agree"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1220469","2018-04-18 21:43:01","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1220470","2018-04-18 21:44:31","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1220472","2018-04-18 21:45:25","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1220473","2018-04-18 21:46:20","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Neutral"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Disagree"
"1220489","2018-04-18 21:58:01","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Disagree"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","Affirmative action is an unfair practice.","Agree"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Disagree"
"1220555","2018-04-18 22:53:23","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Agree"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1220556","2018-04-18 22:54:47","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","Abortion is a choice.","Neutral"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
